WARNING: 2 open meshes merged
     Merged: MainWing
     Merged: HorzTail
...Mass Properties...
26 Num Comps
26 Total Num Meshes
59520 Total Num Tris

2.597653153196767e+03             Total Mass
9.378922609375275e+00 2.135307446674635e-03 -6.316986384256700e-01       Center of Gravity
3.758748869713051e+04 1.086185813258229e+05 1.267245473522419e+05       Ixx, Iyy, Izz
-3.896720937915323e+00 2.667743321282810e+03 2.699802864163755e+01       Ixy, Ixz, Iyz
4.182718188838870e+02             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
1.087594228840821e+01	1.926932042443182e+03	6.329356023424073e+00	2.619011722430642e-03	-8.827396568047358e-01	3.578448696760208e+04	2.528204843619966e+04	4.409367038315528e+04	7.798125443697656e+00	-3.782806884661787e+03	2.667981092674009e+01	2.823325762425138e+02
1.117664078940582e+01	1.948435046829014e+03	6.382850845205234e+00	2.597064096276791e-03	-8.830619779915408e-01	3.591696678744258e+04	2.584871316043525e+04	4.465962041939516e+04	7.548889761132278e+00	-3.785824515031756e+03	2.674633331029524e+01	2.898577151705644e+02
1.147733929040344e+01	1.967639130808846e+03	6.432572860997664e+00	2.578604847384978e-03	-8.812999495884819e-01	3.600010042054232e+04	2.639426563729891e+04	4.518503437136458e+04	7.329347700573534e+00	-3.768339973299242e+03	2.680306415168210e+01	2.967258829685093e+02
1.177803779140105e+01	1.985654961590247e+03	6.481072219394220e+00	2.562034691613667e-03	-8.791169479015727e-01	3.607411711011902e+04	2.695071956466661e+04	4.572350313924296e+04	7.120590436297975e+00	-3.745384989012142e+03	2.684691764621989e+01	3.031690827043565e+02
1.207873629239867e+01	2.002649875007211e+03	6.528575189057165e+00	2.546352719151870e-03	-8.765466674239190e-01	3.614002880647129e+04	2.752006693969223e+04	4.627670155359002e+04	6.913196205814725e+00	-3.716821252239853e+03	2.688199723779639e+01	3.092145342627168e+02
1.237943479339628e+01	2.022358722008260e+03	6.585594596895963e+00	2.524727389127737e-03	-8.707464802443754e-01	3.621047745626678e+04	2.823575632026485e+04	4.696842161331097e+04	6.624935616395513e+00	-3.648864878472413e+03	2.690246615721971e+01	3.150921901570426e+02
1.268013329439390e+01	2.041005852613492e+03	6.641275798851050e+00	2.504598409185726e-03	-8.648339523562837e-01	3.627394863573871e+04	2.896525349841866e+04	4.767567802230947e+04	6.344280723598150e+00	-3.575996346007218e+03	2.691989420699488e+01	3.205901327378902e+02
1.298083179539152e+01	2.058608069028522e+03	6.695482443770583e+00	2.499908398208169e-03	-8.588485223369481e-01	3.633108339201259e+04	2.970590697298544e+04	4.839558970735419e+04	6.251685762143182e+00	-3.498555503708034e+03	2.690338436863422e+01	3.257143711628771e+02
1.328153029638913e+01	2.075236837493520e+03	6.748256114159388e+00	2.482801696923125e-03	-8.528551454310466e-01	3.638266347310154e+04	3.045721808113175e+04	4.912750564400936e+04	5.994897317736333e+00	-3.417301164641936e+03	2.692228724407544e+01	3.304904646896012e+02
1.358222879738675e+01	2.090910860830285e+03	6.799485389077969e+00	2.467032140318487e-03	-8.468838596450688e-01	3.642918509172405e+04	3.121644003717388e+04	4.986847443739779e+04	5.747819239209501e+00	-3.332619916984082e+03	2.693432929444617e+01	3.349251022139531e+02
1.388292729838436e+01	2.105667029787850e+03	6.849124987426694e+00	2.452354588815972e-03	-8.409709829151605e-01	3.647119762801524e+04	3.198154755012026e+04	5.061634425246430e+04	5.507784410060367e+00	-3.245048723353520e+03	2.694037263330975e+01	3.390314773803065e+02
1.418362579938198e+01	2.119539875326583e+03	6.897130876842807e+00	2.439053057504185e-03	-8.351496690431748e-01	3.650918713718961e+04	3.275037697486068e+04	5.136883449426416e+04	5.280199599817993e+00	-3.155147947058361e+03	2.694443577015366e+01	3.428219398758568e+02
1.448432430037959e+01	2.132569004120108e+03	6.943485541149407e+00	2.427294664653532e-03	-8.294489747902120e-01	3.654359817507242e+04	3.352103861972607e+04	5.212396675383156e+04	5.069883776980671e+00	-3.063476439709007e+03	2.694836754374411e+01	3.463106546709647e+02
1.478502280137721e+01	2.144787758199457e+03	6.988158406807319e+00	2.415414328389356e-03	-8.238957230432508e-01	3.657482157562365e+04	3.429132636606235e+04	5.287945739890618e+04	4.851555166385359e+00	-2.970614942914905e+03	2.695210715125697e+01	3.495095462429487e+02
1.508572130237483e+01	2.156729952200973e+03	7.032996040253110e+00	2.404358117037065e-03	-8.185542292577752e-01	3.660447033413314e+04	3.509218879268734e+04	5.366613367045053e+04	4.641383603584484e+00	-2.877849476560486e+03	2.695826819069384e+01	3.526095285921464e+02
1.538641980337244e+01	2.168412443138845e+03	7.078000761435939e+00	2.393366150207880e-03	-8.134178720202692e-01	3.663262849163076e+04	3.592409169105558e+04	5.448444631083199e+04	4.426342314907568e+00	-2.785315041758391e+03	2.696585392779325e+01	3.556166304779684e+02
1.568711830437006e+01	2.179836691340658e+03	7.123120056839933e+00	2.383668557941340e-03	-8.084804115341478e-01	3.665934364713320e+04	3.678646957905072e+04	5.533379861060266e+04	4.230780214205566e+00	-2.693144601994853e+03	2.697364486652158e+01	3.585313741734331e+02
1.598781680536767e+01	2.191007685156874e+03	7.168317284230463e+00	2.373703990340200e-03	-8.037356535406011e-01	3.668467924324742e+04	3.767895751377702e+04	5.621381263091959e+04	4.023923902837463e+00	-2.601461611468055e+03	2.697965914150616e+01	3.613555437171873e+02
1.628851530636529e+01	2.201925276277448e+03	7.213537071666968e+00	2.363979299540567e-03	-7.991779426235984e-01	3.670870099724275e+04	3.860074011667282e+04	5.712366502796409e+04	3.815338314881265e+00	-2.510390160497942e+03	2.698433213244673e+01	3.640890860674786e+02
1.658921380736291e+01	2.212602758307556e+03	7.258781804138543e+00	2.353714439350947e-03	-7.948014516437134e-01	3.673146524717337e+04	3.955208123698900e+04	5.806360377106637e+04	3.589149410660115e+00	-2.420042029455030e+03	2.698757853675362e+01	3.667367555625551e+02
1.688991230836053e+01	2.223039801910631e+03	7.303999406150474e+00	2.343334091928590e-03	-7.906010206471890e-01	3.675302789562469e+04	4.053208390262378e+04	5.903271903984030e+04	3.353985993986605e+00	-2.330533689107203e+03	2.699050931097615e+01	3.692984344181579e+02
1.719061080935814e+01	2.233238909034866e+03	7.349151139979336e+00	2.332680289006905e-03	-7.865716986847867e-01	3.677344309802405e+04	4.154003716966780e+04	6.003028469631475e+04	3.106464260361772e+00	-2.241978367102349e+03	2.699460025849898e+01	3.717750174335401e+02
1.749130931035576e+01	2.239105649107767e+03	7.375724877483665e+00	2.332621277781657e-03	-7.844090831913153e-01	3.678666158436231e+04	4.215178100470980e+04	6.063576336379495e+04	3.095619798843312e+00	-2.192996866770517e+03	2.700408576264407e+01	3.738123969356335e+02
1.779200781135337e+01	2.244555554830564e+03	7.401016191770539e+00	2.332995753035014e-03	-7.824991174306222e-01	3.679829228049316e+04	4.275025981796077e+04	6.122886720719243e+04	3.093865399995700e+00	-2.148452070709201e+03	2.701524388423489e+01	3.757615066680453e+02
1.809270631235099e+01	2.249762802755083e+03	7.425762925569235e+00	2.333620089639007e-03	-7.806825989930448e-01	3.680915668460678e+04	4.335223467200917e+04	6.182570175053685e+04	3.098254200684445e+00	-2.104860762252374e+03	2.702672961185554e+01	3.776238320228319e+02
1.839340481334860e+01	2.254731546186052e+03	7.449932276761091e+00	2.334488457792860e-03	-7.789568590714997e-01	3.681929318532165e+04	4.395621908582631e+04	6.242477882952100e+04	3.109417560375066e+00	-2.062280474237620e+03	2.703889413681484e+01	3.794008583920495e+02
1.869410331434622e+01	2.259465938428200e+03	7.473492851507689e+00	2.335595229297790e-03	-7.773193234247654e-01	3.682873820447076e+04	4.456069029715307e+04	6.302457405385435e+04	3.128350892766126e+00	-2.020766138003527e+03	2.705189536265940e+01	3.810940711677544e+02
1.899480181534383e+01	2.263970132786255e+03	7.496414626879551e+00	2.336934965040123e-03	-7.757675070088590e-01	3.683752462773520e+04	4.516409313565790e+04	6.362352688333085e+04	3.156363236494530e+00	-1.980370347166248e+03	2.706697616940242e+01	3.827049557420027e+02
